y,X,coefficient,Estimate,Std. Error,2.5 %,97.5 %,t value,p value,s value,sig_PCER,sig_FDR,sig_FWER,p_breusch_pagan,heteroscedasticity,n_cook,p_shapiro_wilk,nonnormality
L_hippocampus,SUBJ * (AGE + BMI) + GENDER + SBTIV,SUBJ1,-0.171761951032902,0.184628546711399,-0.539329152072254,0.19580525000645,-0.93031090853675,0.355080516860178,1.49378189251308,,,,0.712295633716515,,0,0.322301751681596,
L_amygdala,SUBJ * (AGE + BMI) + GENDER + SBTIV,SUBJ1,-0.0712017047438674,0.177052985302021,-0.423687121556756,0.281283712069021,-0.402149134183814,0.688674172629783,0.538106522282822,,,,0.446052778764416,,0,0.84789778179736,
Left_Thalamus,SUBJ * (AGE + BMI) + GENDER + SBTIV,SUBJ1,-0.321270377113894,0.154234264065232,-0.628327209638488,-0.0142135445892989,-2.08300262630368,0.0405276059808037,4.62495123377393,*,,,0.493183082878821,,0,0.128711424569544,
Left_Caudate,SUBJ * (AGE + BMI) + GENDER + SBTIV,SUBJ1,0.0648978439327479,0.213020027117676,-0.359192452652664,0.48898814051816,0.304656068309001,0.761439500726796,0.393198681246076,,,,0.088052919789704,,0,0.206531094301653,
Left_Putamen,SUBJ * (AGE + BMI) + GENDER + SBTIV,SUBJ1,-0.156666447224363,0.170708429723708,-0.496520824161253,0.183187929712527,-0.917742887553521,0.361582594058689,1.46760286422943,,,,0.911187261978706,,0,0.831290903239446,
Left_Pallidum,SUBJ * (AGE + BMI) + GENDER + SBTIV,SUBJ1,0.286112950316956,0.20448511490148,-0.120985641300277,0.693211541934189,1.39918717533452,0.165721049117343,2.59317123627152,,,,0.331043709846817,,0,0.562349060390908,
Left_Accumbens_area,SUBJ * (AGE + BMI) + GENDER + SBTIV,SUBJ1,0.174107982105726,0.204025676868154,-0.232075938649559,0.580291902861012,0.85336309026554,0.396071027008803,1.33616892436815,,,,0.0269942859039998,!,0,0.819965608182723,
R_hippocampus,SUBJ * (AGE + BMI) + GENDER + SBTIV,SUBJ1,-0.197769884508111,0.189436628755345,-0.574909241591259,0.179369472575036,-1.04398967510939,0.299714972313213,1.73833693915571,,,,0.438984972040836,,0,0.31418926090762,
R_amygdala,SUBJ * (AGE + BMI) + GENDER + SBTIV,SUBJ1,-0.247126679463423,0.181818735598444,-0.609099976284634,0.114846617357788,-1.35919259723164,0.178002511133684,2.49003050102963,,,,0.01549172337892,!,0,0.0402621152267741,!
Right_Thalamus,SUBJ * (AGE + BMI) + GENDER + SBTIV,SUBJ1,-0.146976172001361,0.154233785837984,-0.454032052448641,0.160079708445918,-0.952944072550706,0.343562229678573,1.54135665576432,,,,0.568402211747722,,0,0.954964698264518,
Right_Caudate,SUBJ * (AGE + BMI) + GENDER + SBTIV,SUBJ1,0.0180747406732347,0.210459078751604,-0.400917099364205,0.437066580710674,0.085882446984231,0.931779939185887,0.101938824699186,,,,0.142044757369039,,0,0.745260332358381,
Right_Putamen,SUBJ * (AGE + BMI) + GENDER + SBTIV,SUBJ1,-0.204491215583439,0.155869498751922,-0.51480355029085,0.105821119123973,-1.31193862314847,0.193388954638294,2.3704226968855,,,,0.636865512092763,,0,0.233921088302835,
Right_Pallidum,SUBJ * (AGE + BMI) + GENDER + SBTIV,SUBJ1,0.0752176841608403,0.209203474126905,-0.34127443908993,0.491709807411611,0.359543188633725,0.72016036122462,0.473609901410906,,,,0.82285728175333,,0,0.967149807567417,
Right_Accumbens_area,SUBJ * (AGE + BMI) + GENDER + SBTIV,SUBJ1,0.0877597418059581,0.196613240456927,-0.303667151647283,0.479186635259199,0.446357232107082,0.656575955492351,0.606966177031159,,,,0.00209156971578016,!,0,0.110710112749321,
L_hippocampus,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F1,0.293537653126026,0.184833304990913,-0.0749208062790607,0.661996112531112,1.58812099984068,0.11664106242151,3.09985232930687,,,,0.771631987399368,,0,0.975764659139146,
L_amygdala,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F1,0.00808451497737583,0.194361885562813,-0.379368822639797,0.395537852594548,0.0415951664286725,0.966936558774094,0.0485068580750933,,,,0.546364908326543,,0,0.753548050144473,
