y,X,term,contrast,estimate,std.error,statistic,p.value,s.value,conf.low,conf.high,SUBJ,AHI.F,p_breusch_pagan,heteroscedasticity,n_cook,p_shapiro_wilk,nonnormality
L_hippocampus,SUBJ * AHI.F + AGE + GENDER + SBTIV,SUBJ,mean(PD) - mean(CON),-0.143818910446779,0.172065598930345,-0.835837676681668,0.403246227513786,1.31026705827671,-0.481061287328568,0.19342346643501,NA,NA,0.753916403400067,,0,0.476679697173406,
L_hippocampus,SUBJ * AHI.F + AGE + GENDER + SBTIV,AHI.F,mean(L) - mean(H),0.183193972489966,0.166236587647013,1.10200753686644,0.270458395002802,1.88652141558438,-0.142623752211015,0.509011697190947,NA,NA,0.753916403400067,,0,0.476679697173406,
L_hippocampus,SUBJ * AHI.F + AGE + GENDER + SBTIV,AHI.F,mean(L) - mean(H),-0.421624465805688,0.239018926777198,-1.76397941154972,0.077735445567404,3.68528360550642,-0.890092953912413,0.0468440223010373,CON,NA,0.753916403400067,,0,0.476679697173406,
L_hippocampus,SUBJ * AHI.F + AGE + GENDER + SBTIV,AHI.F,mean(L) - mean(H),0.734250771826006,0.222912195504669,3.2939013056853,0.000988071849747197,9.98309642528499,0.297350896922103,1.17115064672991,PD,NA,0.753916403400067,,0,0.476679697173406,
L_hippocampus,SUBJ * AHI.F + AGE + GENDER + SBTIV,SUBJ,mean(PD) - mean(CON),-0.748637348742433,0.242744190865036,-3.08405876191974,0.00204197259075284,8.9358207835053,-1.22440722029422,-0.272867477190645,NA,H,0.753916403400067,,0,0.476679697173406,
L_hippocampus,SUBJ * AHI.F + AGE + GENDER + SBTIV,SUBJ,mean(PD) - mean(CON),0.407237888889261,0.22764738727553,1.78889770606665,0.0736312913118506,3.76353718671774,-0.0389427913454185,0.85341856912394,NA,L,0.753916403400067,,0,0.476679697173406,
L_hippocampus,SUBJ * AHI.F + AGE + GENDER + SBTIV,PD - CON,NA,1.15587523763169,0.320361193798225,3.60803761506678,0.000308521767954801,11.662340096293,0.527978835742916,1.78377163952047,NA,NA,0.753916403400067,,0,0.476679697173406,
L_hippocampus,SUBJ * AHI.F + AGE + GENDER + SBTIV,H - L,NA,-1.15587523763169,0.320361193646271,-3.60803761677815,0.000308521765920219,11.662340105807,-1.78377163922265,-0.527978836040741,NA,NA,0.753916403400067,,0,0.476679697173406,
L_amygdala,SUBJ * AHI.F + AGE + GENDER + SBTIV,SUBJ,mean(PD) - mean(CON),-0.0622428132581875,0.172109917643511,-0.361645709383872,0.717616802229675,0.47871442507383,-0.399572053221624,0.27508642670525,NA,NA,0.537304414891149,,0,0.765629394407046,
L_amygdala,SUBJ * AHI.F + AGE + GENDER + SBTIV,AHI.F,mean(L) - mean(H),0.00380086292951025,0.166279438131657,0.0228582858603406,0.98176331475453,0.0265528359146384,-0.322100847178094,0.329702573037115,NA,NA,0.537304414891149,,0,0.765629394407046,
L_amygdala,SUBJ * AHI.F + AGE + GENDER + SBTIV,AHI.F,mean(L) - mean(H),-0.265506103773815,0.239080493369016,-1.11053018183299,0.266770629702469,1.9063282541333,-0.734095260183152,0.203083052635523,CON,NA,0.537304414891149,,0,0.765629394407046,
L_amygdala,SUBJ * AHI.F + AGE + GENDER + SBTIV,AHI.F,mean(L) - mean(H),0.24916943259254,0.222969638452162,1.11750386430302,0.263778948248258,1.92259866475487,-0.187843028419616,0.686181893604695,PD,NA,0.537304414891149,,0,0.765629394407046,
L_amygdala,SUBJ * AHI.F + AGE + GENDER + SBTIV,SUBJ,mean(PD) - mean(CON),-0.331549779961513,0.24280671674093,-1.36548850217875,0.172099564434156,2.53868464881359,-0.807442199978154,0.144342640055129,NA,H,0.537304414891149,,0,0.765629394407046,
L_amygdala,SUBJ * AHI.F + AGE + GENDER + SBTIV,SUBJ,mean(PD) - mean(CON),0.183125756404842,0.227706022920899,0.804220081909983,0.42126988291707,1.24718331527794,-0.263169847582972,0.629421360392656,NA,L,0.537304414891149,,0,0.765629394407046,
L_amygdala,SUBJ * AHI.F + AGE + GENDER + SBTIV,PD - CON,NA,0.514675536366355,0.320443705864822,1.60613401651106,0.108244467254925,3.20763480913051,-0.113382586201243,1.14273365893395,NA,NA,0.537304414891149,,0,0.765629394407046,
