y,X,term,contrast,estimate,std.error,statistic,p.value,s.value,conf.low,conf.high,SUBJ,p_breusch_pagan,heteroscedasticity,n_cook,p_shapiro_wilk,nonnormality
L_hippocampus,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,SUBJ,mean(PD) - mean(CON),-0.193197413741661,0.170847098183976,-1.13082057462642,0.258130618339307,1.95382681704954,-0.528051573045433,0.141656745562111,NA,0.771631987399368,,0,0.975764659139146,
L_hippocampus,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),0.350991651891046,0.179289144858339,1.95768490149458,0.0502669979899485,4.31424465778018,-0.000408614850283762,0.702391918632376,NA,0.771631987399368,,0,0.975764659139146,
L_hippocampus,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),-0.331657743709678,0.256960206391746,-1.29069690738049,0.196808797478562,2.34513338338187,-0.835290493697479,0.171975006278123,CON,0.771631987399368,,0,0.975764659139146,
L_hippocampus,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),0.97296110121615,0.2414833183641,4.02910274634025,5.59901446236659e-05,14.1244675678709,0.499662494355295,1.446259708077,PD,0.771631987399368,,0,0.975764659139146,
L_hippocampus,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,PD - CON,NA,1.30461884492583,0.345902185049222,3.77164094739725,0.000162177507820146,12.5901386315504,0.626663020055643,1.98257466979601,NA,0.771631987399368,,0,0.975764659139146,
L_amygdala,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,SUBJ,mean(PD) - mean(CON),-0.0591256804408277,0.179654678375851,-0.329107379642696,0.74207452652543,0.430364010939662,-0.411242379711623,0.292991018829968,NA,0.546364908326543,,0,0.753548050144473,
L_amygdala,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),0.0444903438323527,0.188531928903574,0.235983072422219,0.813445805520452,0.297881862955558,-0.325025446754518,0.414006134419223,NA,0.546364908326543,,0,0.753548050144473,
L_amygdala,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),-0.289814455784333,0.270207064001963,-1.07256431971826,0.283466640797344,1.81874913040064,-0.81941056959649,0.239781658027824,CON,0.546364908326543,,0,0.753548050144473,
L_amygdala,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),0.349079161260888,0.253932369245671,1.37469343627935,0.16922650700904,2.56297253035782,-0.148619136969552,0.846777459491329,PD,0.546364908326543,,0,0.753548050144473,
L_amygdala,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,PD - CON,NA,0.638893617045221,0.363734223180634,1.75648475268147,0.0790056726414936,3.66189994663763,-0.074012360333475,1.35179959442392,NA,0.546364908326543,,0,0.753548050144473,
Left_Thalamus,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,SUBJ,mean(PD) - mean(CON),-0.298564272552571,0.149373700073302,-1.99877403054257,0.0456328088446741,4.45378473078486,-0.59133134493373,-0.005797200171411,NA,0.254380599937996,,0,0.855501930551248,
Left_Thalamus,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),0.0626477906607678,0.156754701079115,0.399654940040038,0.689410684874288,0.536564436310275,-0.24458577786164,0.369881359183175,NA,0.254380599937996,,0,0.855501930551248,
Left_Thalamus,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),0.160080253323725,0.224663395991216,0.712533755743567,0.476134316255471,1.07055948341074,-0.280251911463518,0.600412418110968,CON,0.254380599937996,,0,0.855501930551248,
Left_Thalamus,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),-0.026124008654371,0.211131806304445,-0.123733174606108,0.901526543950387,0.14955812484725,-0.43993474500197,0.387686727693228,PD,0.254380599937996,,0,0.855501930551248,
Left_Thalamus,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,PD - CON,NA,-0.186204261978096,0.302426484299617,-0.615700911278728,0.538091935761329,0.894075409214017,-0.778949279176413,0.406540755220221,NA,0.254380599937996,,0,0.855501930551248,
Left_Caudate,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,SUBJ,mean(PD) - mean(CON),0.0758069297752182,0.215827445799725,0.351238599402055,0.725409354402026,0.463132745412644,-0.347207090867513,0.498820950417949,NA,0.0695236022324773,,0,0.193606104755179,
Left_Caudate,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),0.133283988010945,0.226492106748915,0.588470785689241,0.556216337387795,0.846281974218947,-0.310632383999529,0.57720036002142,NA,0.0695236022324773,,0,0.193606104755179,
Left_Caudate,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),-0.109702789939894,0.324612277466388,-0.337950218014329,0.735400703054619,0.443397539106383,-0.745931162713536,0.526525582833749,CON,0.0695236022324773,,0,0.193606104755179,
Left_Caudate,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),0.354671941255043,0.305060646450108,1.16262764595252,0.244980609060209,2.02926053471995,-0.243235938887676,0.952579821397762,PD,0.0695236022324773,,0,0.193606104755179,
Left_Caudate,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,PD - CON,NA,0.464374731194937,0.436970745202242,1.0627135484322,0.287911874843112,1.79630080121364,-0.392072191699085,1.32082165408896,NA,0.0695236022324773,,0,0.193606104755179,
Left_Putamen,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,SUBJ,mean(PD) - mean(CON),-0.147354929788413,0.17873921212414,-0.824412998341238,0.409704931658998,1.28734283610098,-0.497677348176791,0.202967488599966,NA,0.857200908212233,,0,0.681654818438157,
Left_Putamen,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),-0.0987480853845408,0.187571227755842,-0.526456464384182,0.598571093001846,0.740405486933207,-0.466380936321951,0.268884765552869,NA,0.857200908212233,,0,0.681654818438157,
Left_Putamen,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),-0.118778222268404,0.268830232824302,-0.441833572885508,0.658609642215467,0.602504461371035,-0.645675796559554,0.408119352022745,CON,0.857200908212233,,0,0.681654818438157,
Left_Putamen,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),-0.0804984051125762,0.252638404561849,-0.318630911449052,0.750006410315825,0.415025168490405,-0.57566057916546,0.414663768940307,PD,0.857200908212233,,0,0.681654818438157,
Left_Putamen,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,PD - CON,NA,0.0382798171558281,0.361880798437514,0.105780183201508,0.915756760077833,0.12696364900019,-0.670993514478299,0.747553148789955,NA,0.857200908212233,,0,0.681654818438157,
Left_Pallidum,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,SUBJ,mean(PD) - mean(CON),0.297225690032416,0.201325817445463,1.47634165256988,0.139852197690862,2.83802516983411,-0.0973656613187773,0.69181704138361,NA,0.989052272614804,,0,0.430748776620856,
Left_Pallidum,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),0.254071172174907,0.211273906423165,1.20256768323308,0.229143659726742,2.12567572716481,-0.160018075287581,0.668160419637396,NA,0.989052272614804,,0,0.430748776620856,
Left_Pallidum,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),-0.179449523935306,0.302801306340498,-0.592631273966553,0.553427944622723,0.853532602094602,-0.772929178834363,0.41403013096375,CON,0.989052272614804,,0,0.430748776620856,
Left_Pallidum,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),0.649056695297547,0.284563375970245,2.28088626333072,0.0225551780130075,5.47039751744081,0.0913227270767354,1.20679066351836,PD,0.989052272614804,,0,0.430748776620856,
Left_Pallidum,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,PD - CON,NA,0.828506219232853,0.407610327279216,2.03259378819742,0.0420935796090654,4.57025598908466,0.029604658039006,1.6274077804267,NA,0.989052272614804,,0,0.430748776620856,
Left_Accumbens_area,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,SUBJ,mean(PD) - mean(CON),0.163116548883714,0.211840995279607,0.769995196956182,0.441302741805777,1.180159384108,-0.252084172313434,0.578317270080863,NA,0.00621073763466024,!,0,0.748064606292469,
Left_Accumbens_area,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),0.0719802878255537,0.22230866567517,0.323785344160757,0.746100552661103,0.422558017959548,-0.363736690348936,0.507697266000043,NA,0.00621073763466024,!,0,0.748064606292469,
Left_Accumbens_area,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),-0.0586944917473267,0.318616510917894,-0.184216729943578,0.853843435482807,0.227956539748827,-0.683171378026211,0.565782394531558,CON,0.00621073763466024,!,0,0.748064606292469,
Left_Accumbens_area,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),0.1910395314364,0.29942601892935,0.638019141153782,0.5234612201177,0.933845433789017,-0.395824681699335,0.777903744572135,PD,0.00621073763466024,!,0,0.748064606292469,
Left_Accumbens_area,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,PD - CON,NA,0.249734023183727,0.428899667453038,0.582266768045633,0.560387006076251,0.835504591093456,-0.590893878005433,1.09036192437289,NA,0.00621073763466024,!,0,0.748064606292469,
R_hippocampus,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,SUBJ,mean(PD) - mean(CON),-0.233791864320885,0.177246295147753,-1.31902257322781,0.18716156601408,2.41764388974024,-0.581188219203637,0.113604490561866,NA,0.537593634396548,,0,0.431720244228274,
R_hippocampus,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),0.408218603633539,0.186004551631173,2.19466996938329,0.0281872804169386,5.14881190016955,0.0436563814759194,0.772780825791159,NA,0.537593634396548,,0,0.431720244228274,
R_hippocampus,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),-0.254977150296411,0.266584843442476,-0.95645779033732,0.338840999814504,1.56131964332727,-0.777473842267912,0.267519541675091,CON,0.537593634396548,,0,0.431720244228274,
R_hippocampus,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),1.01246362388083,0.250528260706766,4.04131502380036,5.31522986171295e-05,14.1995083907364,0.521437255786105,1.50348999197555,PD,0.537593634396548,,0,0.431720244228274,
R_hippocampus,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,PD - CON,NA,1.26744077417724,0.358858217704089,3.53187055959342,0.000412631281432559,11.2428591839747,0.56409159192099,1.97078995643349,NA,0.537593634396548,,0,0.431720244228274,
R_amygdala,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,SUBJ,mean(PD) - mean(CON),-0.267427395511085,0.183674399942266,-1.45598622124338,0.14539642865581,2.78193626183226,-0.627422604279932,0.0925678132577623,NA,0.0511478910838492,,0,0.130545522803183,
R_amygdala,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),0.262898482272205,0.192750284914417,1.36393304107921,0.172588640629918,2.53459058197064,-0.114885134169886,0.640682098714296,NA,0.0511478910838492,,0,0.130545522803183,
R_amygdala,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),-0.0564429153576268,0.276252939573284,-0.204316071513345,0.838106511617786,0.254794492945904,-0.597888727544583,0.485002896829329,CON,0.0511478910838492,,0,0.130545522803183,
R_amygdala,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),0.553853977890496,0.259614040276983,2.13337451741665,0.03289401574866,4.92603104456816,0.045019809066678,1.06268814671431,PD,0.0511478910838492,,0,0.130545522803183,
R_amygdala,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,PD - CON,NA,0.610296893248123,0.371872737817069,1.64114448623104,0.100767426100318,3.31089874373155,-0.118560279705637,1.33915406620188,NA,0.0511478910838492,,0,0.130545522803183,
Right_Thalamus,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,SUBJ,mean(PD) - mean(CON),-0.135235061850907,0.15589848812794,-0.867455890527462,0.385692269988948,1.37447786299993,-0.440790483825915,0.170320360124101,NA,0.330836292486548,,0,0.982716520285903,
Right_Thalamus,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),0.0934844554681389,0.163601879399504,0.571414312667256,0.567718829340395,0.816751503097506,-0.227169335957954,0.414138246894232,NA,0.330836292486548,,0,0.982716520285903,
Right_Thalamus,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),0.170410499478523,0.234476958253577,0.726768637514615,0.46736769851343,1.09737006723825,-0.289155893902989,0.629976892860035,CON,0.330836292486548,,0,0.982716520285903,
Right_Thalamus,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),0.0233962820364553,0.220354254018013,0.106175767473692,0.91544289700489,0.127458197698402,-0.408490119679041,0.455282683751951,PD,0.330836292486548,,0,0.982716520285903,
Right_Thalamus,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,PD - CON,NA,-0.147014217442068,0.315636784189352,-0.465770229599961,0.64137997656429,0.640748780338116,-0.765650946649239,0.471622511765103,NA,0.330836292486548,,0,0.982716520285903,
Right_Caudate,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,SUBJ,mean(PD) - mean(CON),0.0200584221050238,0.20768895434873,0.0965791472537524,0.923060617148155,0.115502702501149,-0.38700444840527,0.427121292615317,NA,0.0134842470500058,!,0,0.708559739849784,
Right_Caudate,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),0.0606358867962978,0.217951470046029,0.278208202878797,0.780852538353142,0.356877969405177,-0.36654114487148,0.487812918464075,NA,0.0134842470500058,!,0,0.708559739849784,
Right_Caudate,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),-0.296112729465656,0.312371703361347,-0.947949914410517,0.343154952549888,1.54306791850223,-0.908350017843325,0.316124558912012,CON,0.0134842470500058,!,0,0.708559739849784,
Right_Caudate,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),0.385673514946078,0.29355734241114,1.31379277308597,0.188915950307126,2.40418358025728,-0.189688303577048,0.961035333469204,PD,0.0134842470500058,!,0,0.708559739849784,
Right_Caudate,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,PD - CON,NA,0.681786244411734,0.420493343484563,1.62139604580153,0.104932728261836,3.25246337372276,-0.142365564556839,1.50593805338031,NA,0.0134842470500058,!,0,0.708559739849784,
Right_Putamen,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,SUBJ,mean(PD) - mean(CON),-0.189676656687594,0.16189433145466,-1.17160777022458,0.241354566996074,2.05077396866317,-0.506983715639917,0.12763040226473,NA,0.630789885945943,,0,0.284557783196629,
Right_Putamen,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),-0.177754265863027,0.169893999832395,-1.04626570707845,0.295438373633033,1.75907086914162,-0.510740386723974,0.15523185499792,NA,0.630789885945943,,0,0.284557783196629,
Right_Putamen,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),-0.220865478728108,0.24349492842461,-0.907063979348926,0.36437296494601,1.45651217412619,-0.698106768858502,0.256375811402285,CON,0.630789885945943,,0,0.284557783196629,
Right_Putamen,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),-0.138475160808175,0.228829071487119,-0.605146714568432,0.545081517330223,0.875456092789191,-0.586971899538669,0.31002157792232,PD,0.630789885945943,,0,0.284557783196629,
Right_Putamen,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,PD - CON,NA,0.0823903179199336,0.327776158471783,0.251361533749338,0.801534604756252,0.319163287505005,-0.560039147675655,0.724819783515522,NA,0.630789885945943,,0,0.284557783196629,
Right_Pallidum,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,SUBJ,mean(PD) - mean(CON),0.0622012739757874,0.205520806449435,0.302651955538579,0.762155115394348,0.391843446990113,-0.340612104738732,0.465014652690307,NA,0.746871034881702,,0,0.723618403461151,
Right_Pallidum,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),0.27418375828456,0.215676191631691,1.27127503601687,0.203630820178966,2.29597216041732,-0.148533809636314,0.696901326205433,NA,0.746871034881702,,0,0.723618403461151,
Right_Pallidum,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),-0.315144167839053,0.309110726824278,-1.01951870475917,0.307956777734801,1.69920021449764,-0.920990059649637,0.29070172397153,CON,0.746871034881702,,0,0.723618403461151,
Right_Pallidum,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),0.811126979863852,0.29049277689233,2.79224491755432,0.00523437199735454,7.57776782690438,0.241771599385855,1.38048236034185,PD,0.746871034881702,,0,0.723618403461151,
