y,X,term,contrast,estimate,std.error,statistic,p.value,s.value,conf.low,conf.high,SUBJ,AHI.F,p_breusch_pagan,heteroscedasticity,n_cook,p_shapiro_wilk,nonnormality
Hippocampal_head_right,SUBJ * AHI.F + AGE + GENDER + SBTIV,SUBJ,mean(PD) - mean(CON),-0.190414810623456,0.181230162182825,-1.05067946930029,0.29340582847299,1.76903056462057,-0.545619401414146,0.164789780167233,NA,NA,0.874838408954312,,0,0.977814929284741,
Hippocampal_head_right,SUBJ * AHI.F + AGE + GENDER + SBTIV,AHI.F,mean(L) - mean(H),0.208341806473916,0.175090686040837,1.18990799102428,0.234082557325626,2.09491065893108,-0.134829632194535,0.551513245142368,NA,NA,0.874838408954312,,0,0.977814929284741,
Hippocampal_head_right,SUBJ * AHI.F + AGE + GENDER + SBTIV,AHI.F,mean(L) - mean(H),-0.391172723322386,0.251749553471428,-1.55381694993466,0.120228086244614,3.05615413434102,-0.884592781250426,0.102247334605653,CON,NA,0.874838408954312,,0,0.977814929284741,
Hippocampal_head_right,SUBJ * AHI.F + AGE + GENDER + SBTIV,AHI.F,mean(L) - mean(H),0.754566155843881,0.234784941288649,3.21386095591285,0.00130963075293358,9.57662417977171,0.294396126805777,1.21473618488199,PD,NA,0.874838408954312,,0,0.977814929284741,
Hippocampal_head_right,SUBJ * AHI.F + AGE + GENDER + SBTIV,SUBJ,mean(PD) - mean(CON),-0.789929340419759,0.255673236215073,-3.0896051229831,0.00200422765985708,8.96273789135243,-1.2910396752121,-0.288819005627413,NA,H,0.874838408954312,,0,0.977814929284741,
Hippocampal_head_right,SUBJ * AHI.F + AGE + GENDER + SBTIV,SUBJ,mean(PD) - mean(CON),0.355809538746509,0.239772344900861,1.48394736220987,0.137822885588389,2.8591126264135,-0.114135621747896,0.825754699240913,NA,L,0.874838408954312,,0,0.977814929284741,
Hippocampal_head_right,SUBJ * AHI.F + AGE + GENDER + SBTIV,PD - CON,NA,1.14573887916627,0.337424277285576,3.39554370059918,0.000684924389982135,10.51176764435,0.484399448177082,1.80707831015545,NA,NA,0.874838408954312,,0,0.977814929284741,
Hippocampal_head_right,SUBJ * AHI.F + AGE + GENDER + SBTIV,H - L,NA,-1.14573887916627,0.337424277285576,-3.39554370059918,0.000684924389982135,10.51176764435,-1.80707831015545,-0.484399448177082,NA,NA,0.874838408954312,,0,0.977814929284741,
Hippocampal_body_right,SUBJ * AHI.F + AGE + GENDER + SBTIV,SUBJ,mean(PD) - mean(CON),-0.091970057866721,0.181645287322545,-0.50631678488532,0.612634281717823,0.706901995530501,-0.447988278980339,0.264048163246897,NA,NA,0.806979512041497,,0,0.278059431684607,
Hippocampal_body_right,SUBJ * AHI.F + AGE + GENDER + SBTIV,AHI.F,mean(L) - mean(H),0.109670058299205,0.175491721761169,0.624930094699611,0.532016939481819,0.910455912850092,-0.23428739593761,0.45362751253602,NA,NA,0.806979512041497,,0,0.278059431684607,
Hippocampal_body_right,SUBJ * AHI.F + AGE + GENDER + SBTIV,AHI.F,mean(L) - mean(H),-0.387917852990054,0.2523262142724,-1.53736643696987,0.124203600555113,3.00922109823949,-0.882468145319294,0.106632439339186,CON,NA,0.806979512041497,,0,0.278059431684607,
